City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Score,Weather Description
452,Luba,3.4568,8.5547,76.89,88,99,9.6,GQ,263.89,Warm and Humid
453,Pundaguitan,6.3711,126.1689,82.33,77,98,6.87,PH,257.33,Warm and Humid
454,Syasstroy,60.1367,32.5691,61.92,92,100,4.27,RU,253.92000000000002,Warm and Humid
455,Rio Grande,-32.035,-52.0986,62.71,89,66,5.64,BR,217.71,Cool and Cloudy
456,Tukrah,32.5341,20.5791,80.04,77,0,5.82,LY,157.04000000000002,Slightly cloudy and Cool
457,Torres,-29.3353,-49.7269,76.82,83,72,5.21,BR,231.82,Cool and Cloudy
458,Tlapacoyan,19.9667,-97.2167,84.92,65,57,4.16,MX,206.92000000000002,Cool and Cloudy
459,Coro,11.4045,-69.6734,86.36,62,23,21.99,VE,171.36,Slightly cloudy and Cool
460,Sitio Novo Do Tocantins,-5.5183,-47.4611,93.13,36,40,8.05,BR,169.13,Slightly cloudy and Cool
461,Vitim,59.4511,112.5578,64.0,98,72,1.19,RU,234.0,Cool and Cloudy
462,Ambilobe,-13.2,49.05,67.26,85,71,3.47,MG,223.26,Cool and Cloudy
463,Fortuna,40.5982,-124.1573,70.93,70,28,7.0,US,168.93,Slightly cloudy and Cool
464,Jijiang,29.2906,106.2542,73.49,95,100,1.25,CN,268.49,Warm and Humid
465,Barraute,48.4335,-77.6328,75.47,58,100,5.73,CA,233.47,Cool and Cloudy
466,Peniche,39.3558,-9.3811,68.29,83,0,19.42,PT,151.29000000000002,Clear Skies and Light
467,Okha,53.5739,142.9478,53.62,92,28,8.16,RU,173.62,Slightly cloudy and Cool
468,Ler,8.3018,30.1418,71.08,95,100,2.82,SS,266.08,Warm and Humid
469,Verkhoyansk,67.5447,133.385,69.89,63,78,1.12,RU,210.89,Cool and Cloudy
470,Saint-Michel-Des-Saints,46.6834,-73.9159,76.01,45,100,5.12,CA,221.01,Cool and Cloudy
471,Wani,20.0667,78.95,77.9,88,98,4.21,IN,263.9,Warm and Humid
472,Imeni Babushkina,59.7573,43.1285,65.26,92,71,5.68,RU,228.26,Cool and Cloudy
473,Sereflikochisar,38.9393,33.5386,75.43,32,0,11.88,TR,107.43,Clear Skies and Light
474,Alofi,-19.0595,-169.9187,75.09,83,75,9.22,NU,233.09,Cool and Cloudy
475,Kumbo,6.2,10.6667,58.28,96,98,4.03,CM,252.28,Warm and Humid
476,San Luis,-33.295,-66.3356,46.09,90,100,12.08,AR,236.09,Warm and Humid
477,Acapulco,16.8634,-99.8901,87.62,62,75,8.05,MX,224.62,Cool and Cloudy
478,Port Augusta,-32.5,137.7667,41.79,61,10,1.83,AU,112.78999999999999,Clear Skies and Light
479,San Lorenzo,-25.3333,-57.5333,86.94,45,0,5.99,PY,131.94,Clear Skies and Light
480,Sinjar,36.3209,41.8754,90.59,10,0,10.69,IQ,100.59,Clear Skies and Light
481,Acarau,-2.8856,-40.12,80.06,75,64,17.85,BR,219.06,Cool and Cloudy
482,Tessaoua,13.7574,7.9874,76.69,76,87,27.2,NE,239.69,Warm and Humid
483,Ouegoa,-20.35,164.4333,68.88,85,75,6.91,NC,228.88,Cool and Cloudy
484,Ketchikan,55.3422,-131.6461,75.67,46,0,12.66,US,121.67,Clear Skies and Light
485,Tarata,-17.6167,-66.0167,78.22,12,6,3.49,BO,96.22,Clear Skies and Light
486,Inhambane,-23.865,35.3833,64.96,74,0,5.88,MZ,138.95999999999998,Clear Skies and Light
487,Tiznit,29.5833,-9.5,79.32,40,0,6.85,MA,119.32,Clear Skies and Light
488,Quelimane,-17.8786,36.8883,66.15,82,0,0.0,MZ,148.15,Clear Skies and Light
489,Fermo,43.1647,13.7233,72.84,78,100,2.06,IT,250.84,Warm and Humid
490,Geraldton,-28.7667,114.6,57.61,67,100,12.66,AU,224.61,Cool and Cloudy
491,Agirish,61.9247,63.0231,61.63,55,100,3.89,RU,216.63,Cool and Cloudy
492,Mecca,21.4267,39.8261,94.59,38,100,3.06,SA,232.59,Cool and Cloudy
493,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.07,82,34,8.7,BR,191.07,Slightly cloudy and Cool
494,Bansi,27.1833,82.9333,83.21,76,100,5.32,IN,259.21,Warm and Humid
495,Bafra,41.5678,35.9069,67.48,84,0,4.7,TR,151.48000000000002,Clear Skies and Light
496,Progreso,21.2833,-89.6667,91.51,69,45,15.32,MX,205.51,Cool and Cloudy
497,Pemangkat,1.1667,108.9667,76.98,89,100,4.79,ID,265.98,Warm and Humid
498,Palmer,42.1584,-72.3287,86.14,43,75,8.05,US,204.14,Cool and Cloudy
499,Jensen Beach,27.2545,-80.2298,92.07,69,40,13.8,US,201.07,Cool and Cloudy
500,Cranbrook,49.4999,-115.7688,87.64,29,20,4.61,CA,136.64,Clear Skies and Light
501,Novorzhev,57.0294,29.3338,55.99,98,98,4.0,RU,251.99,Warm and Humid
502,Kjopsvik,68.097,16.3742,49.87,93,100,7.09,NO,242.87,Warm and Humid
503,Deputatskiy,69.3,139.9,49.78,56,98,3.91,RU,203.78,Cool and Cloudy
504,Giyon,8.5333,37.9833,57.52,96,95,2.37,ET,248.52,Warm and Humid
505,Klaksvik,62.2266,-6.589,52.72,87,100,12.06,FO,239.72,Warm and Humid
506,Smithers,54.7804,-127.1743,80.92,47,0,2.3,CA,127.92,Clear Skies and Light
507,Berlevag,70.8578,29.0864,62.4,94,100,8.05,NO,256.4,Warm and Humid
508,Prince Rupert,54.3161,-130.3201,71.69,77,0,12.66,CA,148.69,Clear Skies and Light
509,Ugoofaaru,5.6667,73.0,82.02,74,79,15.26,MV,235.01999999999998,Warm and Humid
510,Wad Madani,14.4012,33.5199,79.5,66,100,13.13,SD,245.5,Warm and Humid
511,Yarada,17.65,83.2667,80.92,94,40,2.3,IN,214.92000000000002,Cool and Cloudy
512,Tigil,57.8,158.6667,53.64,96,100,6.2,RU,249.64,Warm and Humid
513,Eureka,40.8021,-124.1637,71.2,73,53,4.0,US,197.2,Slightly cloudy and Cool
514,Bedum,53.3008,6.6028,60.8,72,69,7.47,NL,201.8,Cool and Cloudy
515,Ornskoldsvik,63.2909,18.7153,56.35,62,100,13.8,SE,218.35,Cool and Cloudy
516,Yueyang,29.3333,113.0919,81.23,75,100,1.83,CN,256.23,Warm and Humid
517,Upata,8.0086,-62.3989,83.21,67,27,1.86,VE,177.20999999999998,Slightly cloudy and Cool
518,Sarlat-La-Caneda,44.889,1.2166,67.32,45,1,3.11,FR,113.32,Clear Skies and Light
519,Benton Harbor,42.1167,-86.4542,84.85,68,0,4.61,US,152.85,Clear Skies and Light
520,Riyadh,24.6877,46.7219,96.94,13,100,17.05,SA,209.94,Cool and Cloudy
521,Paranhos,-23.8928,-55.4311,85.84,30,20,5.61,BR,135.84,Clear Skies and Light
522,Jiwani,25.05,61.7417,82.24,82,100,8.39,PK,264.24,Warm and Humid
523,Samsun,41.25,36.3333,66.96,88,40,1.14,TR,194.95999999999998,Slightly cloudy and Cool
524,Oranjestad,12.524,-70.027,82.35,78,20,11.5,AW,180.35,Slightly cloudy and Cool
525,Huaicheng,23.9051,112.1931,78.13,75,12,0.81,CN,165.13,Slightly cloudy and Cool
526,Ugento,39.9263,18.1574,84.45,66,18,4.29,IT,168.45,Slightly cloudy and Cool
527,Bud,39.447,-86.1758,84.74,77,54,13.69,US,215.74,Cool and Cloudy
528,North Platte,41.1239,-100.7654,82.29,47,0,0.0,US,129.29000000000002,Clear Skies and Light
529,Sept-Iles,50.2001,-66.3821,71.6,69,75,13.8,CA,215.6,Cool and Cloudy
530,Anadyr,64.75,177.4833,48.7,87,75,6.71,RU,210.7,Cool and Cloudy
531,Vega Baja,18.4444,-66.3877,87.78,81,11,3.0,PR,179.78,Slightly cloudy and Cool
532,Yerbogachen,61.2767,108.0108,60.04,92,100,5.86,RU,252.04,Warm and Humid
533,Clonakilty,51.6231,-8.8706,58.21,79,18,8.46,IE,155.21,Slightly cloudy and Cool
534,Nagato,34.3833,131.2,79.61,85,31,12.91,JP,195.61,Slightly cloudy and Cool
535,Wewak,-3.5534,143.6268,78.13,89,28,6.55,PG,195.13,Slightly cloudy and Cool
536,Forbes,-33.3833,148.0167,45.34,91,5,4.72,AU,141.34,Clear Skies and Light
537,Oskemen,49.9565,82.6119,55.36,94,8,4.47,KZ,157.36,Slightly cloudy and Cool
538,Alta Floresta,-9.8756,-56.0861,94.82,24,0,6.91,BR,118.82,Clear Skies and Light
539,Itarema,-2.9248,-39.9167,79.54,76,90,16.37,BR,245.54000000000002,Warm and Humid
540,Cleveland,41.4995,-81.6954,79.02,92,100,11.5,US,271.02,Warm and Humid
541,Dafeng,23.4517,108.5881,77.61,82,100,2.48,CN,259.61,Warm and Humid
542,Port Moresby,-9.4431,147.1797,76.42,88,20,11.5,PG,184.42000000000002,Slightly cloudy and Cool
543,Whitehorse,60.7161,-135.0538,60.1,65,100,3.44,CA,225.1,Cool and Cloudy
544,Ternate,0.8,127.4,79.25,82,33,2.95,ID,194.25,Slightly cloudy and Cool
545,Ust-Omchug,61.15,149.6333,52.05,58,35,4.05,RU,145.05,Clear Skies and Light
546,Payson,40.0444,-111.7321,95.54,24,40,5.75,US,159.54000000000002,Slightly cloudy and Cool
547,Los Llanos De Aridane,28.6585,-17.9182,69.55,83,20,18.41,ES,172.55,Slightly cloudy and Cool
548,Cerqueira Cesar,-23.0356,-49.1661,76.5,36,40,4.99,BR,152.5,Clear Skies and Light
549,Puerto Suarez,-18.95,-57.8,95.36,59,0,11.5,BO,154.36,Clear Skies and Light
550,Tomatlan,19.9333,-105.25,90.45,53,98,8.3,MX,241.45,Warm and Humid
551,Bassila,9.0081,1.6654,71.53,96,100,4.0,BJ,267.53,Warm and Humid
552,Kendari,-3.945,122.4989,71.76,90,33,3.2,ID,194.76,Slightly cloudy and Cool
553,Azangaro,-14.9167,-70.2167,62.82,13,6,6.04,PE,81.82,Clear Skies and Light
554,Tual,-5.6667,132.75,78.82,85,56,23.89,ID,219.82,Cool and Cloudy
555,Qasigiannguit,68.8193,-51.1922,44.85,87,88,3.58,GL,219.85,Cool and Cloudy
556,Mormugao,15.4,73.8,78.06,89,75,5.75,IN,242.06,Warm and Humid
557,Bahia Blanca,-38.7196,-62.2724,50.52,100,100,11.5,AR,250.52,Warm and Humid
558,Sheopur,25.6667,76.7,80.78,84,100,8.32,IN,264.78,Warm and Humid
559,Nchelenge,-9.3451,28.734,68.11,52,6,6.04,ZM,126.11,Clear Skies and Light
560,Mnogovershinnyy,53.9353,139.9242,54.91,92,13,4.27,RU,159.91,Slightly cloudy and Cool
561,Saint-Leu,-21.15,55.2833,68.83,76,47,2.42,RE,191.82999999999998,Slightly cloudy and Cool
562,Amboasary,-25.0333,46.3833,65.79,78,40,5.93,MG,183.79000000000002,Slightly cloudy and Cool
563,Graaff-Reinet,-32.2522,24.5308,47.91,88,8,2.98,ZA,143.91,Clear Skies and Light
564,Razdolinsk,58.4211,94.6658,53.33,97,100,2.8,RU,250.32999999999998,Warm and Humid
565,Saint-Joseph,-21.3667,55.6167,66.58,76,25,4.16,RE,167.57999999999998,Slightly cloudy and Cool
566,Ewa Beach,21.3156,-158.0072,84.15,54,40,18.41,US,178.15,Slightly cloudy and Cool
567,Katobu,-4.9408,122.5276,72.46,87,48,4.12,ID,207.45999999999998,Cool and Cloudy
568,Big Rapids,43.6981,-85.4837,80.1,65,75,9.22,US,220.1,Cool and Cloudy
569,Falmouth,50.1544,-5.0711,61.38,67,0,5.75,GB,128.38,Clear Skies and Light
570,Kuminskiy,58.6667,66.5667,54.05,81,100,5.7,RU,235.05,Warm and Humid
571,Mocuba,-16.8392,36.9856,60.84,85,9,3.2,MZ,154.84,Clear Skies and Light
572,La Sarre,48.8002,-79.1996,78.1,47,63,10.0,CA,188.1,Slightly cloudy and Cool
573,Shiraoi,42.55,141.35,71.58,90,0,4.23,JP,161.57999999999998,Slightly cloudy and Cool
574,Nemuro,43.3236,145.575,61.92,99,100,10.18,JP,260.92,Warm and Humid
575,Ayr,55.4627,-4.6339,58.98,72,20,6.91,GB,150.98,Clear Skies and Light
576,Kayattar,8.95,77.8,81.16,71,74,6.6,IN,226.16,Cool and Cloudy
577,Moerai,-22.4333,-151.3333,71.58,68,54,24.67,PF,193.57999999999998,Slightly cloudy and Cool
578,Aksarka,66.5606,67.7975,54.18,71,18,6.22,RU,143.18,Clear Skies and Light
579,Zhuhai,22.2769,113.5678,86.86,84,0,6.91,CN,170.86,Slightly cloudy and Cool
580,Pyaozerskiy,65.8333,31.1667,59.04,79,50,6.71,RU,188.04,Slightly cloudy and Cool
581,Dourbali,11.8091,15.8632,73.02,89,100,4.94,TD,262.02,Warm and Humid
582,Pierre,44.3683,-100.351,87.85,42,20,13.8,US,149.85,Clear Skies and Light
583,Povenets,62.8487,34.8262,60.87,93,100,5.17,RU,253.87,Warm and Humid
584,Eyl,7.9803,49.8164,77.22,75,100,23.85,SO,252.22,Warm and Humid
585,Changli,39.7042,119.1506,73.13,93,100,6.24,CN,266.13,Warm and Humid
586,Tuy Hoa,13.0833,109.3,76.78,89,44,3.89,VN,209.78,Cool and Cloudy
587,Burgersdorp,-30.9977,26.3286,50.47,78,7,5.01,ZA,135.47,Clear Skies and Light
588,Nambour,-26.6333,152.95,50.88,87,16,2.91,AU,153.88,Clear Skies and Light
589,Kahului,20.8947,-156.47,87.82,53,20,16.11,US,160.82,Slightly cloudy and Cool
590,Vanimo,-2.6741,141.3028,76.73,90,49,5.26,PG,215.73000000000002,Cool and Cloudy
591,Yangambi,0.8102,24.4336,71.28,97,71,1.72,CD,239.28,Warm and Humid
592,Tahoua,14.8888,5.2692,92.34,41,99,14.52,NE,232.34,Cool and Cloudy
593,Capreol,46.706,-80.9225,71.55,68,100,14.97,CA,239.55,Warm and Humid
594,Shenjiamen,29.9576,122.298,79.79,91,26,13.87,CN,196.79000000000002,Slightly cloudy and Cool
595,Gravdal,68.1214,13.5031,48.09,100,75,12.66,NO,223.09,Cool and Cloudy
596,Vila Velha,-20.3297,-40.2925,76.95,75,0,5.75,BR,151.95,Clear Skies and Light
597,Sibolga,1.7427,98.7792,75.78,82,100,3.36,ID,257.78,Warm and Humid
598,Saint Paul,44.9444,-93.0933,83.77,43,75,17.27,US,201.76999999999998,Cool and Cloudy
599,Walvis Bay,-22.9575,14.5053,54.09,93,17,2.3,NA,164.09,Slightly cloudy and Cool
600,Vila Do Maio,15.1333,-23.2167,81.39,81,97,8.52,CV,259.39,Warm and Humid
601,Billings,45.7833,-108.5007,87.3,37,40,16.11,US,164.3,Slightly cloudy and Cool
602,Port Hueneme,34.1478,-119.1951,94.51,72,75,11.5,US,241.51,Warm and Humid
603,Ati,13.2154,18.3353,77.99,70,100,10.45,TD,247.99,Warm and Humid
604,Vanavara,60.34,102.2797,55.72,94,100,1.3,RU,249.72,Warm and Humid
605,Maragogi,-9.0122,-35.2225,74.44,84,19,8.14,BR,177.44,Slightly cloudy and Cool
606,Sakakah,29.9697,40.2064,94.57,12,0,9.22,SA,106.57,Clear Skies and Light
607,Bure,10.7,37.0667,57.22,97,100,1.07,ET,254.22,Warm and Humid
608,Ulladulla,-35.35,150.4667,47.55,79,1,7.0,AU,127.55,Clear Skies and Light
609,Port Hardy,50.6996,-127.4199,75.38,64,0,6.91,CA,139.38,Clear Skies and Light
610,Senno,59.5336,33.9167,63.27,95,97,2.84,RU,255.27,Warm and Humid
611,Gawler,-34.6,138.7333,45.48,95,82,3.76,AU,222.48,Cool and Cloudy
612,Sioux Lookout,50.1001,-91.917,57.27,94,100,10.36,CA,251.27,Warm and Humid
613,Ascension,30.2169,-90.9001,90.0,72,75,4.61,US,237.0,Warm and Humid
614,Pathein,16.7833,94.7333,79.59,89,9,5.97,MM,177.59,Slightly cloudy and Cool
615,Flic En Flac,-20.2742,57.3631,71.53,80,47,10.78,MU,198.53,Cool and Cloudy
616,Teahupoo,-17.8333,-149.2667,75.16,76,96,23.91,PF,247.16,Warm and Humid
617,Alekseyevsk,57.8406,108.3492,59.04,97,100,3.51,RU,256.04,Warm and Humid
618,Huarmey,-10.0681,-78.1522,68.07,72,5,12.93,PE,145.07,Clear Skies and Light
619,Owando,-0.4819,15.8999,77.27,64,97,2.26,CG,238.26999999999998,Warm and Humid
620,Atikokan,48.7555,-91.6216,70.32,53,72,12.39,CA,195.32,Slightly cloudy and Cool
621,Bhainsdehi,21.6467,77.6325,71.17,94,99,2.66,IN,264.17,Warm and Humid
622,Lengshuijiang,27.6881,111.4294,78.82,73,95,2.15,CN,246.82,Warm and Humid
623,Xai-Xai,-25.0519,33.6442,62.55,83,0,9.01,MZ,145.55,Clear Skies and Light
624,Cedar City,37.6775,-113.0619,79.77,41,0,6.91,US,120.77,Clear Skies and Light
625,Luwuk,-0.9516,122.7875,76.17,93,99,5.37,ID,268.17,Warm and Humid
626,Utica,43.1009,-75.2327,84.69,55,100,1.99,US,239.69,Warm and Humid
627,Fuxin,42.0156,121.6589,71.28,97,100,2.04,CN,268.28,Warm and Humid
628,Buta,2.7858,24.73,70.65,99,100,0.45,CD,269.65,Warm and Humid
629,Novosergiyevka,52.0934,53.6528,67.86,79,82,4.43,RU,228.86,Cool and Cloudy
630,Maningrida,-12.0667,134.2667,59.41,95,15,8.72,AU,169.41,Slightly cloudy and Cool
631,Moose Factory,51.2585,-80.6094,66.2,94,75,10.36,CA,235.2,Warm and Humid
632,Abu Dhabi,24.4667,54.3667,89.71,69,0,6.91,AE,158.70999999999998,Slightly cloudy and Cool
633,Kudahuvadhoo,2.6708,72.8944,82.56,76,97,14.5,MV,255.56,Warm and Humid
634,Ajdabiya,30.7554,20.2263,80.73,68,0,14.07,LY,148.73000000000002,Clear Skies and Light
635,Paamiut,61.994,-49.6678,42.48,94,51,15.75,GL,187.48,Slightly cloudy and Cool
636,Lorengau,-2.0226,147.2712,81.57,76,39,9.86,PG,196.57,Slightly cloudy and Cool
637,Biak,-0.9131,122.8766,74.71,91,98,6.91,ID,263.71,Warm and Humid
638,Zhigansk,66.7697,123.3711,66.36,68,11,3.56,RU,145.36,Clear Skies and Light
639,Murgab,37.4966,61.9714,82.27,42,0,6.91,TM,124.27,Clear Skies and Light
640,Spirit River,55.7833,-118.8361,86.43,46,0,5.86,CA,132.43,Clear Skies and Light
641,Tahe,52.3333,124.7333,65.64,96,100,0.74,CN,261.64,Warm and Humid
642,Goryachiy Klyuch,44.6308,39.13,65.82,82,0,3.69,RU,147.82,Clear Skies and Light
643,Iberia,29.9502,-91.7507,87.98,74,100,10.36,US,261.98,Warm and Humid
644,Honningsvag,70.9821,25.9704,49.75,93,100,14.97,NO,242.75,Warm and Humid
645,Samarai,-10.6167,150.6667,78.31,87,100,14.38,PG,265.31,Warm and Humid
646,San Rafael,-34.6177,-68.3301,50.5,64,100,8.86,AR,214.5,Cool and Cloudy
647,Ratnagiri,16.9833,73.3,79.25,88,97,6.85,IN,264.25,Warm and Humid
648,Kontagora,10.3999,5.4695,75.61,82,90,4.52,NG,247.61,Warm and Humid
649,Vlasikha,53.2972,83.5742,68.85,64,0,4.47,RU,132.85,Clear Skies and Light
650,Ejura,7.3856,-1.3562,73.15,93,85,5.99,GH,251.15,Warm and Humid
651,Yeppoon,-23.1333,150.7333,42.58,62,0,4.79,AU,104.58,Clear Skies and Light
652,Ishigaki,24.3448,124.1572,80.73,94,20,3.44,JP,194.73000000000002,Slightly cloudy and Cool
653,Atherton,53.5237,-2.4935,65.89,69,100,1.99,GB,234.89,Cool and Cloudy
654,Hauterive,46.0901,3.4459,66.96,51,29,4.07,FR,146.95999999999998,Clear Skies and Light
655,Balad,34.0164,44.1453,95.29,13,0,11.27,IQ,108.29,Clear Skies and Light
656,Iraray,8.9936,118.0511,77.94,87,23,3.76,PH,187.94,Slightly cloudy and Cool
657,Nouadhibou,20.931,-17.0347,76.98,78,3,21.85,MR,157.98000000000002,Slightly cloudy and Cool
658,Westport,41.1415,-73.3579,86.72,56,0,8.05,US,142.72,Clear Skies and Light
659,Tibati,6.4667,12.6333,66.43,96,100,2.46,CM,262.43,Warm and Humid
660,Sambava,-14.2667,50.1667,66.38,90,13,7.05,MG,169.38,Slightly cloudy and Cool
661,Pedernales,18.0384,-71.744,85.68,64,19,3.36,DO,168.68,Slightly cloudy and Cool
662,Jalu,29.0331,21.5482,86.95,37,0,18.97,LY,123.95,Clear Skies and Light
663,Lovington,32.944,-103.3485,98.33,25,11,1.99,US,134.32999999999998,Clear Skies and Light
664,Poronaysk,49.2167,143.1167,56.16,96,100,5.93,RU,252.16,Warm and Humid
665,Kayan,16.9056,96.5631,80.74,81,100,4.56,MM,261.74,Warm and Humid
666,Dasoguz,41.8363,59.9666,80.55,44,0,6.91,TM,124.55,Clear Skies and Light
667,Nakhon Si Thammarat,8.25,100.0,76.93,90,100,2.86,TH,266.93,Warm and Humid
668,Barcelona,41.3888,2.159,83.84,76,40,11.5,ES,199.84,Cool and Cloudy
669,Bontang,0.1333,117.5,76.98,89,100,3.71,ID,265.98,Warm and Humid
670,Steamboat Springs,40.485,-106.8317,84.94,26,40,4.61,US,150.94,Clear Skies and Light
671,Voi,-3.3945,38.563,67.73,79,75,8.86,KE,221.73000000000002,Cool and Cloudy
672,Rivadavia,-33.1905,-68.4608,52.92,60,100,15.3,AR,212.92000000000002,Cool and Cloudy
673,Praia Da Vitoria,38.7333,-27.0667,76.75,100,100,6.11,PT,276.75,
674,Kijang,35.2442,129.2139,78.53,92,28,10.16,KR,198.53,Cool and Cloudy
675,Hamilton,39.1834,-84.5333,83.59,79,100,9.22,US,262.59000000000003,Warm and Humid
676,Nicoya,10.1483,-85.452,83.05,72,64,2.66,CR,219.05,Cool and Cloudy
677,Kaseda,31.4167,130.3167,79.74,88,41,10.85,JP,208.74,Cool and Cloudy
678,Tucuman,-26.8241,-65.2226,78.8,50,75,8.05,AR,203.8,Cool and Cloudy
679,Sayyan,15.1718,44.3244,64.11,66,100,4.45,YE,230.11,Cool and Cloudy
